,Indicator,Group,Subgroup,Phase,Time Period,Value,Spread
4622,Prescription Medication And/Or Counseling or Therapy,By Age,80 years and above,3.1,28,15.3,3.6000000000000005
4623,Prescription Medication And/Or Counseling or Therapy,By Sex,Male,3.1,28,18.4,1.0999999999999996
4624,Prescription Medication And/Or Counseling or Therapy,By Sex,Female,3.1,28,30.2,1.0999999999999996
4625,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,28,16.7,0.5499999999999989
4626,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,28,41.3,1.6999999999999993
4627,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,3.1,28,20.7,2.3499999999999996
4628,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.1,28,27.3,0.8000000000000007
4629,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.1,28,19.0,1.8499999999999996
4630,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.1,28,11.3,1.9500000000000002
4631,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.1,28,26.7,3.5500000000000007
4632,Prescription Medication And/Or Counseling or Therapy,By Education,Less than a high school diploma,3.1,28,24.7,4.35
4633,Prescription Medication And/Or Counseling or Therapy,By Education,High school diploma or GED,3.1,28,20.6,1.5
4634,Prescription Medication And/Or Counseling or Therapy,By Education,Some college/Associate's degree,3.1,28,27.6,1.0500000000000007
4635,Prescription Medication And/Or Counseling or Therapy,By Education,Bachelor's degree or higher,3.1,28,25.2,0.75
4636,Prescription Medication And/Or Counseling or Therapy,By Disability status,With disability,3.1,28,45.0,2.150000000000002
4637,Prescription Medication And/Or Counseling or Therapy,By Disability status,Without disability,3.1,28,21.4,0.6500000000000004
4638,Prescription Medication And/Or Counseling or Therapy,By State,Alabama,3.1,28,24.2,4.85
4639,Prescription Medication And/Or Counseling or Therapy,By State,Alaska,3.1,28,22.3,3.5500000000000007
4640,Prescription Medication And/Or Counseling or Therapy,By State,Arizona,3.1,28,25.1,4.149999999999999
4641,Prescription Medication And/Or Counseling or Therapy,By State,Arkansas,3.1,28,24.3,4.949999999999999
4642,Prescription Medication And/Or Counseling or Therapy,By State,California,3.1,28,22.6,2.450000000000001
4643,Prescription Medication And/Or Counseling or Therapy,By State,Colorado,3.1,28,28.6,4.1
4644,Prescription Medication And/Or Counseling or Therapy,By State,Connecticut,3.1,28,25.0,3.6500000000000004
4645,Prescription Medication And/Or Counseling or Therapy,By State,Delaware,3.1,28,22.0,7.000000000000001
4646,Prescription Medication And/Or Counseling or Therapy,By State,District of Columbia,3.1,28,35.3,6.600000000000001
4647,Prescription Medication And/Or Counseling or Therapy,By State,Florida,3.1,28,22.4,3.75
4648,Prescription Medication And/Or Counseling or Therapy,By State,Georgia,3.1,28,23.3,4.050000000000001
4649,Prescription Medication And/Or Counseling or Therapy,By State,Hawaii,3.1,28,21.0,4.6
4650,Prescription Medication And/Or Counseling or Therapy,By State,Idaho,3.1,28,22.0,4.0
4651,Prescription Medication And/Or Counseling or Therapy,By State,Illinois,3.1,28,23.0,2.8499999999999996
4652,Prescription Medication And/Or Counseling or Therapy,By State,Indiana,3.1,28,28.8,5.100000000000001
4653,Prescription Medication And/Or Counseling or Therapy,By State,Iowa,3.1,28,25.0,4.949999999999999
4654,Prescription Medication And/Or Counseling or Therapy,By State,Kansas,3.1,28,29.5,5.25
4655,Prescription Medication And/Or Counseling or Therapy,By State,Kentucky,3.1,28,27.4,6.850000000000001
4656,Prescription Medication And/Or Counseling or Therapy,By State,Louisiana,3.1,28,22.7,6.549999999999999
4657,Prescription Medication And/Or Counseling or Therapy,By State,Maine,3.1,28,28.6,5.149999999999999
4658,Prescription Medication And/Or Counseling or Therapy,By State,Maryland,3.1,28,24.1,3.5999999999999996
4659,Prescription Medication And/Or Counseling or Therapy,By State,Massachusetts,3.1,28,26.2,3.3000000000000007
4660,Prescription Medication And/Or Counseling or Therapy,By State,Michigan,3.1,28,27.8,3.4000000000000004
4661,Prescription Medication And/Or Counseling or Therapy,By State,Minnesota,3.1,28,26.8,4.1
4662,Prescription Medication And/Or Counseling or Therapy,By State,Mississippi,3.1,28,19.9,4.6000000000000005
4663,Prescription Medication And/Or Counseling or Therapy,By State,Missouri,3.1,28,29.1,4.699999999999999
4664,Prescription Medication And/Or Counseling or Therapy,By State,Montana,3.1,28,25.8,4.550000000000001
4665,Prescription Medication And/Or Counseling or Therapy,By State,Nebraska,3.1,28,22.0,3.3499999999999996
4666,Prescription Medication And/Or Counseling or Therapy,By State,Nevada,3.1,28,23.9,4.35
4667,Prescription Medication And/Or Counseling or Therapy,By State,New Hampshire,3.1,28,26.8,4.5
4668,Prescription Medication And/Or Counseling or Therapy,By State,New Jersey,3.1,28,18.6,3.0
4669,Prescription Medication And/Or Counseling or Therapy,By State,New Mexico,3.1,28,22.6,3.1999999999999993
4670,Prescription Medication And/Or Counseling or Therapy,By State,New York,3.1,28,25.4,3.6500000000000004
4671,Prescription Medication And/Or Counseling or Therapy,By State,North Carolina,3.1,28,28.1,4.400000000000002
4672,Prescription Medication And/Or Counseling or Therapy,By State,North Dakota,3.1,28,24.7,6.6
4673,Prescription Medication And/Or Counseling or Therapy,By State,Ohio,3.1,28,23.7,4.4
4674,Prescription Medication And/Or Counseling or Therapy,By State,Oklahoma,3.1,28,22.5,4.75
4675,Prescription Medication And/Or Counseling or Therapy,By State,Oregon,3.1,28,27.8,3.9000000000000004
4676,Prescription Medication And/Or Counseling or Therapy,By State,Pennsylvania,3.1,28,26.7,3.4000000000000004
4677,Prescription Medication And/Or Counseling or Therapy,By State,Rhode Island,3.1,28,25.8,4.199999999999999
4678,Prescription Medication And/Or Counseling or Therapy,By State,South Carolina,3.1,28,23.8,5.85
4679,Prescription Medication And/Or Counseling or Therapy,By State,South Dakota,3.1,28,24.5,7.5
4680,Prescription Medication And/Or Counseling or Therapy,By State,Tennessee,3.1,28,26.5,3.950000000000001
4681,Prescription Medication And/Or Counseling or Therapy,By State,Texas,3.1,28,23.6,3.25
4682,Prescription Medication And/Or Counseling or Therapy,By State,Utah,3.1,28,29.9,4.399999999999999
4683,Prescription Medication And/Or Counseling or Therapy,By State,Vermont,3.1,28,27.5,6.300000000000001
4684,Prescription Medication And/Or Counseling or Therapy,By State,Virginia,3.1,28,22.9,3.3499999999999996
4685,Prescription Medication And/Or Counseling or Therapy,By State,Washington,3.1,28,24.0,2.9000000000000004
4686,Prescription Medication And/Or Counseling or Therapy,By State,West Virginia,3.1,28,32.9,6.950000000000001
4687,Prescription Medication And/Or Counseling or Therapy,By State,Wisconsin,3.1,28,22.9,3.6000000000000014
4688,Prescription Medication And/Or Counseling or Therapy,By State,Wyoming,3.1,28,21.1,4.65
4710,"No Treatment, Despite Individual's Need of Treatment",National Estimate,United States,3.1,28,9.9,0.5
4711,"No Treatment, Despite Individual's Need of Treatment",By Age,18 - 29 years,3.1,28,19.3,2.299999999999999
4712,"No Treatment, Despite Individual's Need of Treatment",By Age,30 - 39 years,3.1,28,13.8,1.25
4713,"No Treatment, Despite Individual's Need of Treatment",By Age,40 - 49 years,3.1,28,10.5,1.0999999999999996
4714,"No Treatment, Despite Individual's Need of Treatment",By Age,50 - 59 years,3.1,28,8.3,0.9500000000000002
4715,"No Treatment, Despite Individual's Need of Treatment",By Age,60 - 69 years,3.1,28,5.3,0.7000000000000002
4716,"No Treatment, Despite Individual's Need of Treatment",By Age,70 - 79 years,3.1,28,3.3,0.8
4718,"No Treatment, Despite Individual's Need of Treatment",By Sex,Male,3.1,28,6.9,0.6999999999999997
4719,"No Treatment, Despite Individual's Need of Treatment",By Sex,Female,3.1,28,12.6,0.7000000000000002
4720,"No Treatment, Despite Individual's Need of Treatment",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,28,3.1,0.30000000000000004
4721,"No Treatment, Despite Individual's Need of Treatment",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,28,24.2,1.3000000000000007
4722,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,Hispanic or Latino,3.1,28,9.2,1.6
4723,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.1,28,9.9,0.6499999999999995
4724,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.1,28,10.1,1.7999999999999998
4725,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.1,28,6.3,1.6
4726,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.1,28,16.8,3.0999999999999996
4727,"No Treatment, Despite Individual's Need of Treatment",By Education,Less than a high school diploma,3.1,28,9.4,2.6500000000000004
4728,"No Treatment, Despite Individual's Need of Treatment",By Education,High school diploma or GED,3.1,28,8.2,1.1000000000000005
4729,"No Treatment, Despite Individual's Need of Treatment",By Education,Some college/Associate's degree,3.1,28,12.2,0.9499999999999993
4730,"No Treatment, Despite Individual's Need of Treatment",By Education,Bachelor's degree or higher,3.1,28,9.3,0.5499999999999998
4731,"No Treatment, Despite Individual's Need of Treatment",By Disability status,With disability,3.1,28,23.2,1.9499999999999993
4732,"No Treatment, Despite Individual's Need of Treatment",By Disability status,Without disability,3.1,28,7.8,0.5000000000000004
4733,"No Treatment, Despite Individual's Need of Treatment",By State,Alabama,3.1,28,8.7,3.7
4734,"No Treatment, Despite Individual's Need of Treatment",By State,Alaska,3.1,28,9.5,2.5500000000000003
4735,"No Treatment, Despite Individual's Need of Treatment",By State,Arizona,3.1,28,11.6,3.5999999999999996
4736,"No Treatment, Despite Individual's Need of Treatment",By State,Arkansas,3.1,28,7.9,3.25
4737,"No Treatment, Despite Individual's Need of Treatment",By State,California,3.1,28,10.7,1.75
4738,"No Treatment, Despite Individual's Need of Treatment",By State,Colorado,3.1,28,13.2,3.0999999999999996
4739,"No Treatment, Despite Individual's Need of Treatment",By State,Connecticut,3.1,28,11.2,3.1499999999999995
4740,"No Treatment, Despite Individual's Need of Treatment",By State,Delaware,3.1,28,5.5,3.0
4741,"No Treatment, Despite Individual's Need of Treatment",By State,District of Columbia,3.1,28,10.4,4.25
4742,"No Treatment, Despite Individual's Need of Treatment",By State,Florida,3.1,28,9.9,2.7
4743,"No Treatment, Despite Individual's Need of Treatment",By State,Georgia,3.1,28,8.5,2.75
4744,"No Treatment, Despite Individual's Need of Treatment",By State,Hawaii,3.1,28,7.4,2.9499999999999997
4745,"No Treatment, Despite Individual's Need of Treatment",By State,Idaho,3.1,28,12.2,5.55
4746,"No Treatment, Despite Individual's Need of Treatment",By State,Illinois,3.1,28,9.7,1.7999999999999998
4747,"No Treatment, Despite Individual's Need of Treatment",By State,Indiana,3.1,28,8.1,3.6500000000000004
4748,"No Treatment, Despite Individual's Need of Treatment",By State,Iowa,3.1,28,6.7,2.3000000000000003
4749,"No Treatment, Despite Individual's Need of Treatment",By State,Kansas,3.1,28,11.0,2.8499999999999996
4750,"No Treatment, Despite Individual's Need of Treatment",By State,Kentucky,3.1,28,10.9,6.699999999999999
4751,"No Treatment, Despite Individual's Need of Treatment",By State,Louisiana,3.1,28,13.1,5.0
4752,"No Treatment, Despite Individual's Need of Treatment",By State,Maine,3.1,28,6.9,2.8
4753,"No Treatment, Despite Individual's Need of Treatment",By State,Maryland,3.1,28,10.5,2.5
4754,"No Treatment, Despite Individual's Need of Treatment",By State,Massachusetts,3.1,28,9.2,2.3499999999999996
4755,"No Treatment, Despite Individual's Need of Treatment",By State,Michigan,3.1,28,10.2,2.5500000000000003
4756,"No Treatment, Despite Individual's Need of Treatment",By State,Minnesota,3.1,28,8.0,2.4999999999999996
4757,"No Treatment, Despite Individual's Need of Treatment",By State,Mississippi,3.1,28,9.2,4.35
4758,"No Treatment, Despite Individual's Need of Treatment",By State,Missouri,3.1,28,10.0,2.6000000000000005
4759,"No Treatment, Despite Individual's Need of Treatment",By State,Montana,3.1,28,10.9,3.4499999999999997
4760,"No Treatment, Despite Individual's Need of Treatment",By State,Nebraska,3.1,28,7.8,3.1500000000000004
4761,"No Treatment, Despite Individual's Need of Treatment",By State,Nevada,3.1,28,9.8,2.9
4762,"No Treatment, Despite Individual's Need of Treatment",By State,New Hampshire,3.1,28,9.1,2.25
4763,"No Treatment, Despite Individual's Need of Treatment",By State,New Jersey,3.1,28,7.3,1.8500000000000005
4764,"No Treatment, Despite Individual's Need of Treatment",By State,New Mexico,3.1,28,8.4,2.6000000000000005
4765,"No Treatment, Despite Individual's Need of Treatment",By State,New York,3.1,28,11.8,3.25
4766,"No Treatment, Despite Individual's Need of Treatment",By State,North Carolina,3.1,28,10.0,2.75
4767,"No Treatment, Despite Individual's Need of Treatment",By State,North Dakota,3.1,28,8.0,3.9
4768,"No Treatment, Despite Individual's Need of Treatment",By State,Ohio,3.1,28,8.1,2.25
4769,"No Treatment, Despite Individual's Need of Treatment",By State,Oklahoma,3.1,28,9.1,2.6
4770,"No Treatment, Despite Individual's Need of Treatment",By State,Oregon,3.1,28,11.6,2.6500000000000004
4771,"No Treatment, Despite Individual's Need of Treatment",By State,Pennsylvania,3.1,28,8.8,2.15
4772,"No Treatment, Despite Individual's Need of Treatment",By State,Rhode Island,3.1,28,9.3,4.7
4773,"No Treatment, Despite Individual's Need of Treatment",By State,South Carolina,3.1,28,8.4,4.449999999999999
4774,"No Treatment, Despite Individual's Need of Treatment",By State,South Dakota,3.1,28,12.8,5.3
4775,"No Treatment, Despite Individual's Need of Treatment",By State,Tennessee,3.1,28,9.9,3.0500000000000003
4776,"No Treatment, Despite Individual's Need of Treatment",By State,Texas,3.1,28,10.0,1.7999999999999998
4777,"No Treatment, Despite Individual's Need of Treatment",By State,Utah,3.1,28,10.8,2.1499999999999995
4778,"No Treatment, Despite Individual's Need of Treatment",By State,Vermont,3.1,28,14.7,4.35
4779,"No Treatment, Despite Individual's Need of Treatment",By State,Virginia,3.1,28,8.6,2.3499999999999996
4780,"No Treatment, Despite Individual's Need of Treatment",By State,Washington,3.1,28,11.7,2.3499999999999996
4781,"No Treatment, Despite Individual's Need of Treatment",By State,West Virginia,3.1,28,13.3,4.15
4782,"No Treatment, Despite Individual's Need of Treatment",By State,Wisconsin,3.1,28,7.9,2.6000000000000005
4783,"No Treatment, Despite Individual's Need of Treatment",By State,Wyoming,3.1,28,6.9,2.4499999999999997
4784,Took Prescription Medication,National Estimate,United States,3.1,29,21.4,0.6500000000000004
4785,Took Prescription Medication,By Age,18 - 29 years,3.1,29,21.0,2.200000000000001
4786,Took Prescription Medication,By Age,30 - 39 years,3.1,29,22.2,1.4499999999999993
4787,Took Prescription Medication,By Age,40 - 49 years,3.1,29,22.9,1.25
4788,Took Prescription Medication,By Age,50 - 59 years,3.1,29,22.7,1.3500000000000014
4789,Took Prescription Medication,By Age,60 - 69 years,3.1,29,21.3,1.4000000000000004
4790,Took Prescription Medication,By Age,70 - 79 years,3.1,29,18.5,1.6999999999999993
4791,Took Prescription Medication,By Age,80 years and above,3.1,29,14.3,3.05
4792,Took Prescription Medication,By Sex,Male,3.1,29,16.5,0.8500000000000005
4793,Took Prescription Medication,By Sex,Female,3.1,29,25.9,0.9499999999999993
4794,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,14.4,0.6500000000000004
4795,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,37.4,1.25
4796,Took Prescription Medication,By Race/Hispanic ethnicity,Hispanic or Latino,3.1,29,15.5,1.5500000000000007
4797,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.1,29,24.1,0.9000000000000004
4798,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.1,29,16.5,2.2
4799,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.1,29,11.2,2.4000000000000004
4800,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.1,29,26.1,3.75
4801,Took Prescription Medication,By Education,Less than a high school diploma,3.1,29,20.6,3.5500000000000007
4802,Took Prescription Medication,By Education,High school diploma or GED,3.1,29,19.9,1.25
4803,Took Prescription Medication,By Education,Some college/Associate's degree,3.1,29,24.4,0.9000000000000004
4804,Took Prescription Medication,By Education,Bachelor's degree or higher,3.1,29,20.2,0.6999999999999993
4805,Took Prescription Medication,By Disability status,With disability,3.1,29,45.7,1.9499999999999993
4806,Took Prescription Medication,By Disability status,Without disability,3.1,29,17.8,0.6499999999999986
4807,Took Prescription Medication,By State,Alabama,3.1,29,25.9,4.75
4808,Took Prescription Medication,By State,Alaska,3.1,29,19.9,4.0
4809,Took Prescription Medication,By State,Arizona,3.1,29,19.0,2.4000000000000004
4810,Took Prescription Medication,By State,Arkansas,3.1,29,27.4,6.000000000000002
4811,Took Prescription Medication,By State,California,3.1,29,16.4,1.8999999999999995
4812,Took Prescription Medication,By State,Colorado,3.1,29,21.6,3.3000000000000007
4813,Took Prescription Medication,By State,Connecticut,3.1,29,20.1,3.5500000000000007
4814,Took Prescription Medication,By State,Delaware,3.1,29,24.7,5.399999999999999
4815,Took Prescription Medication,By State,District of Columbia,3.1,29,20.1,6.15
4816,Took Prescription Medication,By State,Florida,3.1,29,20.1,2.3000000000000007
4817,Took Prescription Medication,By State,Georgia,3.1,29,21.7,3.950000000000001
4818,Took Prescription Medication,By State,Hawaii,3.1,29,15.4,4.3999999999999995
4819,Took Prescription Medication,By State,Idaho,3.1,29,23.0,3.0999999999999996
4820,Took Prescription Medication,By State,Illinois,3.1,29,21.5,3.950000000000001
4821,Took Prescription Medication,By State,Indiana,3.1,29,23.9,3.700000000000001
4822,Took Prescription Medication,By State,Iowa,3.1,29,22.7,3.75
4823,Took Prescription Medication,By State,Kansas,3.1,29,21.8,3.8000000000000007
4824,Took Prescription Medication,By State,Kentucky,3.1,29,28.9,5.75
4825,Took Prescription Medication,By State,Louisiana,3.1,29,27.5,5.300000000000001
4826,Took Prescription Medication,By State,Maine,3.1,29,25.1,5.15
4827,Took Prescription Medication,By State,Maryland,3.1,29,22.7,3.1500000000000004
4828,Took Prescription Medication,By State,Massachusetts,3.1,29,23.1,3.0500000000000007
4829,Took Prescription Medication,By State,Michigan,3.1,29,24.2,3.1499999999999986
4830,Took Prescription Medication,By State,Minnesota,3.1,29,19.0,3.0999999999999996
4831,Took Prescription Medication,By State,Mississippi,3.1,29,23.9,4.700000000000001
4832,Took Prescription Medication,By State,Missouri,3.1,29,25.6,3.5500000000000007
4833,Took Prescription Medication,By State,Montana,3.1,29,22.1,5.299999999999999
4834,Took Prescription Medication,By State,Nebraska,3.1,29,22.7,3.5999999999999996
4835,Took Prescription Medication,By State,Nevada,3.1,29,16.4,3.4000000000000004
4836,Took Prescription Medication,By State,New Hampshire,3.1,29,24.6,3.3500000000000014
4837,Took Prescription Medication,By State,New Jersey,3.1,29,16.5,2.4000000000000004
4838,Took Prescription Medication,By State,New Mexico,3.1,29,19.8,3.0
4839,Took Prescription Medication,By State,New York,3.1,29,18.7,3.8500000000000005
4840,Took Prescription Medication,By State,North Carolina,3.1,29,21.0,3.75
4841,Took Prescription Medication,By State,North Dakota,3.1,29,23.1,4.149999999999999
4842,Took Prescription Medication,By State,Ohio,3.1,29,24.9,4.75
4843,Took Prescription Medication,By State,Oklahoma,3.1,29,25.3,3.6500000000000004
4844,Took Prescription Medication,By State,Oregon,3.1,29,22.8,2.8499999999999996
4845,Took Prescription Medication,By State,Pennsylvania,3.1,29,24.6,3.25
4846,Took Prescription Medication,By State,Rhode Island,3.1,29,22.5,4.300000000000001
4847,Took Prescription Medication,By State,South Carolina,3.1,29,19.2,4.550000000000001
4848,Took Prescription Medication,By State,South Dakota,3.1,29,22.7,5.15
4849,Took Prescription Medication,By State,Tennessee,3.1,29,25.0,3.9000000000000004
4850,Took Prescription Medication,By State,Texas,3.1,29,20.4,2.8999999999999986
4851,Took Prescription Medication,By State,Utah,3.1,29,21.9,2.1999999999999993
4852,Took Prescription Medication,By State,Vermont,3.1,29,23.6,5.949999999999999
4853,Took Prescription Medication,By State,Virginia,3.1,29,22.5,3.299999999999999
4854,Took Prescription Medication,By State,Washington,3.1,29,23.1,2.6999999999999993
4855,Took Prescription Medication,By State,West Virginia,3.1,29,29.7,5.300000000000001
4856,Took Prescription Medication,By State,Wisconsin,3.1,29,25.9,4.100000000000001
4857,Took Prescription Medication,By State,Wyoming,3.1,29,16.6,4.3500000000000005
4858,Received Counseling or Therapy,National Estimate,United States,3.1,29,10.2,0.39999999999999947
4859,Received Counseling or Therapy,By Age,18 - 29 years,3.1,29,16.3,1.9500000000000002
4860,Received Counseling or Therapy,By Age,30 - 39 years,3.1,29,15.1,1.2499999999999991
4861,Received Counseling or Therapy,By Age,40 - 49 years,3.1,29,11.1,0.7999999999999998
4862,Received Counseling or Therapy,By Age,50 - 59 years,3.1,29,8.8,0.8999999999999995
4863,Received Counseling or Therapy,By Age,60 - 69 years,3.1,29,6.3,0.75
4864,Received Counseling or Therapy,By Age,70 - 79 years,3.1,29,4.0,0.8000000000000003
4866,Received Counseling or Therapy,By Sex,Male,3.1,29,7.8,0.5000000000000004
4867,Received Counseling or Therapy,By Sex,Female,3.1,29,12.3,0.75
4868,Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,6.2,0.4500000000000002
4869,Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,19.2,0.9499999999999993
4870,Received Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,3.1,29,7.8,1.0500000000000003
4871,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.1,29,10.8,0.5500000000000007
4872,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.1,29,10.2,2.0
4873,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.1,29,5.3,1.4
4874,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.1,29,16.5,2.8499999999999996
4875,Received Counseling or Therapy,By Education,Less than a high school diploma,3.1,29,9.8,2.85
4876,Received Counseling or Therapy,By Education,High school diploma or GED,3.1,29,6.7,0.7999999999999998
4877,Received Counseling or Therapy,By Education,Some college/Associate's degree,3.1,29,10.8,0.7000000000000002
4878,Received Counseling or Therapy,By Education,Bachelor's degree or higher,3.1,29,12.7,0.6000000000000005
4879,Received Counseling or Therapy,By Disability status,With disability,3.1,29,21.1,1.8499999999999996
4880,Received Counseling or Therapy,By Disability status,Without disability,3.1,29,8.6,0.4500000000000002
4881,Received Counseling or Therapy,By State,Alabama,3.1,29,9.6,3.8000000000000003
4882,Received Counseling or Therapy,By State,Alaska,3.1,29,9.7,2.55
4883,Received Counseling or Therapy,By State,Arizona,3.1,29,8.0,1.7000000000000002
4884,Received Counseling or Therapy,By State,Arkansas,3.1,29,6.6,2.6999999999999997
4885,Received Counseling or Therapy,By State,California,3.1,29,10.2,1.6000000000000005
4886,Received Counseling or Therapy,By State,Colorado,3.1,29,13.0,2.7
4887,Received Counseling or Therapy,By State,Connecticut,3.1,29,12.6,2.6000000000000005
4888,Received Counseling or Therapy,By State,Delaware,3.1,29,11.2,4.1000000000000005
4889,Received Counseling or Therapy,By State,District of Columbia,3.1,29,15.4,4.1000000000000005
4890,Received Counseling or Therapy,By State,Florida,3.1,29,6.5,1.4500000000000002
4891,Received Counseling or Therapy,By State,Georgia,3.1,29,9.8,3.0
4892,Received Counseling or Therapy,By State,Hawaii,3.1,29,8.7,3.4999999999999996
4893,Received Counseling or Therapy,By State,Idaho,3.1,29,10.5,3.4000000000000004
4894,Received Counseling or Therapy,By State,Illinois,3.1,29,10.4,2.4000000000000004
4895,Received Counseling or Therapy,By State,Indiana,3.1,29,8.9,2.05
4896,Received Counseling or Therapy,By State,Iowa,3.1,29,9.4,2.5
4897,Received Counseling or Therapy,By State,Kansas,3.1,29,9.3,2.1999999999999997
4898,Received Counseling or Therapy,By State,Kentucky,3.1,29,11.4,5.1
4899,Received Counseling or Therapy,By State,Louisiana,3.1,29,12.6,4.199999999999999
4900,Received Counseling or Therapy,By State,Maine,3.1,29,13.3,5.0
4901,Received Counseling or Therapy,By State,Maryland,3.1,29,11.7,2.1000000000000005
4902,Received Counseling or Therapy,By State,Massachusetts,3.1,29,15.9,2.6000000000000005
4903,Received Counseling or Therapy,By State,Michigan,3.1,29,11.7,2.2
4904,Received Counseling or Therapy,By State,Minnesota,3.1,29,11.0,2.2
4905,Received Counseling or Therapy,By State,Mississippi,3.1,29,6.5,2.3
4906,Received Counseling or Therapy,By State,Missouri,3.1,29,9.3,2.15
4907,Received Counseling or Therapy,By State,Montana,3.1,29,9.0,2.95
4908,Received Counseling or Therapy,By State,Nebraska,3.1,29,10.7,2.6499999999999995
4909,Received Counseling or Therapy,By State,Nevada,3.1,29,7.7,2.5
4910,Received Counseling or Therapy,By State,New Hampshire,3.1,29,8.3,2.0
4911,Received Counseling or Therapy,By State,New Jersey,3.1,29,9.0,2.4
4912,Received Counseling or Therapy,By State,New Mexico,3.1,29,8.6,2.3499999999999996
4913,Received Counseling or Therapy,By State,New York,3.1,29,13.9,3.3
4914,Received Counseling or Therapy,By State,North Carolina,3.1,29,9.2,3.0
4915,Received Counseling or Therapy,By State,North Dakota,3.1,29,6.0,2.95
4916,Received Counseling or Therapy,By State,Ohio,3.1,29,12.1,3.5
4917,Received Counseling or Therapy,By State,Oklahoma,3.1,29,11.4,2.8499999999999996
4918,Received Counseling or Therapy,By State,Oregon,3.1,29,13.5,2.05
4919,Received Counseling or Therapy,By State,Pennsylvania,3.1,29,11.9,3.0
4920,Received Counseling or Therapy,By State,Rhode Island,3.1,29,12.9,3.3499999999999996
4921,Received Counseling or Therapy,By State,South Carolina,3.1,29,9.5,3.65
4922,Received Counseling or Therapy,By State,South Dakota,3.1,29,9.8,4.75
4923,Received Counseling or Therapy,By State,Tennessee,3.1,29,7.9,2.0999999999999996
4924,Received Counseling or Therapy,By State,Texas,3.1,29,6.9,1.6499999999999995
4925,Received Counseling or Therapy,By State,Utah,3.1,29,9.3,2.1
4926,Received Counseling or Therapy,By State,Vermont,3.1,29,12.8,5.15
4927,Received Counseling or Therapy,By State,Virginia,3.1,29,11.7,2.5999999999999996
4928,Received Counseling or Therapy,By State,Washington,3.1,29,13.2,2.3999999999999995
4929,Received Counseling or Therapy,By State,West Virginia,3.1,29,8.5,4.2
4930,Received Counseling or Therapy,By State,Wisconsin,3.1,29,10.2,2.8500000000000005
4931,Received Counseling or Therapy,By State,Wyoming,3.1,29,8.9,4.25
4932,Prescription Medication And/Or Counseling or Therapy,National Estimate,United States,3.1,29,24.8,0.6999999999999993
4933,Prescription Medication And/Or Counseling or Therapy,By Age,18 - 29 years,3.1,29,26.6,2.450000000000001
4934,Prescription Medication And/Or Counseling or Therapy,By Age,30 - 39 years,3.1,29,28.5,1.5
4935,Prescription Medication And/Or Counseling or Therapy,By Age,40 - 49 years,3.1,29,26.3,1.3000000000000007
